2024-12-05 23:45:02.991 | INFO     | __main__:main:14 - Starting Mini Dollar Strategy
2024-12-05 23:45:05.915 | INFO     | src.agents.market:execute_trades:49 - Trade closed: long at 5386.016626596904 with profit -16.35
2024-12-05 23:45:05.918 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3740467529195713, entry price 5385.549693883584
2024-12-05 23:45:05.927 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5387.544073713899 with profit 15.90
2024-12-05 23:45:06.179 | INFO     | src.agents.market:execute_trades:71 - Opened long position: size 0.16315555155073833, entry price 5414.465973740169
2024-12-05 23:45:06.181 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 2127: 5414.465973740169
2024-12-05 23:45:06.183 | INFO     | src.agents.market:execute_trades:49 - Trade closed: long at 5414.465973740169 with profit -13.83
2024-12-05 23:45:06.194 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3775196093019223, entry price 5414.542886505041
2024-12-05 23:45:06.197 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5416.564287506973 with profit 16.21
2024-12-05 23:45:06.256 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.37606196457345287, entry price 5420.441894076475
2024-12-05 23:45:06.261 | INFO     | src.agents.market:check_exit_conditions:143 - Atualizando stop_loss para posição curta em 2199: 5420.441894076475
2024-12-05 23:45:06.263 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5420.441894076475 with profit 15.38
2024-12-05 23:45:06.729 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.34170700011333477, entry price 5471.640359828047
2024-12-05 23:45:06.732 | INFO     | src.agents.market:check_exit_conditions:143 - Atualizando stop_loss para posição curta em 2702: 5471.640359828047
2024-12-05 23:45:06.733 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5471.640359828047 with profit 13.70
2024-12-05 23:45:06.791 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.38019181627782084, entry price 5476.2745114347035
2024-12-05 23:45:06.794 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5478.2994329918365 with profit 16.60
2024-12-05 23:45:07.013 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.38313832179953233, entry price 5498.754748498225
2024-12-05 23:45:07.015 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5500.63723022936 with profit 16.80
2024-12-05 23:45:07.288 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3769151735569676, entry price 5529.532338114964
2024-12-05 23:45:07.300 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5531.445333003871 with profit 16.57
2024-12-05 23:45:07.348 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.38188506348412504, entry price 5533.849159691041
2024-12-05 23:45:07.350 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5535.908990939915 with profit 16.93
2024-12-05 23:45:07.354 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.37983373539961696, entry price 5534.766417257737
2024-12-05 23:45:07.361 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5536.89219552184 with profit 16.84
2024-12-05 23:45:07.584 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.38428086405668627, entry price 5557.862619718573
2024-12-05 23:45:07.587 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5559.708471116036 with profit 17.07
2024-12-05 23:45:07.859 | INFO     | src.agents.market:execute_trades:71 - Opened long position: size 0.29265629394792375, entry price 5586.81937065006
2024-12-05 23:45:07.861 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 3854: 5586.81937065006
2024-12-05 23:45:07.863 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 3855: 5586.81937065006
2024-12-05 23:45:07.864 | INFO     | src.agents.market:execute_trades:49 - Trade closed: long at 5586.81937065006 with profit -21.35
2024-12-05 23:45:08.203 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3774990339133508, entry price 5620.909859476613
2024-12-05 23:45:08.206 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5622.586357288377 with profit 16.86
2024-12-05 23:45:08.210 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.37999967278881297, entry price 5621.018461205533
2024-12-05 23:45:08.212 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5622.907527019176 with profit 17.08
2024-12-05 23:45:08.213 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3822676194849999, entry price 5620.932545975944
2024-12-05 23:45:08.216 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5622.89072380423 with profit 17.24
2024-12-05 23:45:08.438 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3842040516370956, entry price 5642.6226178978995
2024-12-05 23:45:08.440 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5644.714127094805 with profit 17.49
2024-12-05 23:45:08.787 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3836482449846448, entry price 5678.463702363091
2024-12-05 23:45:08.789 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5680.476270049488 with profit 17.57
2024-12-05 23:45:08.791 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3815541488637473, entry price 5679.520891481141
2024-12-05 23:45:08.796 | INFO     | src.agents.market:check_exit_conditions:143 - Atualizando stop_loss para posição curta em 4789: 5679.520891481141
2024-12-05 23:45:08.798 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5679.520891481141 with profit 16.67
2024-12-05 23:45:08.800 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3448049244018956, entry price 5680.077316536615
2024-12-05 23:45:08.808 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5682.096975861879 with profit 15.29
2024-12-05 23:45:09.032 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3846548281176969, entry price 5699.805329993871
2024-12-05 23:45:09.034 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5701.490820075255 with profit 17.58
2024-12-05 23:45:09.038 | INFO     | src.agents.market:execute_trades:71 - Opened long position: size 0.2560926135303566, entry price 5702.480217396404
2024-12-05 23:45:09.040 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 5013: 5702.480217396404
2024-12-05 23:45:09.041 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 5014: 5702.480217396404
2024-12-05 23:45:09.042 | INFO     | src.agents.market:execute_trades:49 - Trade closed: long at 5702.480217396404 with profit -19.60
2024-12-05 23:45:09.107 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3815981178924053, entry price 5707.484398802326
2024-12-05 23:45:09.115 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5709.1456013779125 with profit 17.42
2024-12-05 23:45:09.346 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.38296237728955823, entry price 5729.766400440368
2024-12-05 23:45:09.348 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5731.712505275276 with profit 17.70
2024-12-05 23:45:09.356 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.36446918249830845, entry price 5731.483917851105
2024-12-05 23:45:09.367 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5733.762266639589 with profit 16.73
2024-12-05 23:45:09.663 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3838186246580393, entry price 5758.560426110156
2024-12-05 23:45:09.666 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5760.19338254202 with profit 17.74
2024-12-05 23:45:09.746 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.37912762944225487, entry price 5764.244067237532
2024-12-05 23:45:09.757 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5766.469620337519 with profit 17.71
2024-12-05 23:45:09.762 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.38026174740632107, entry price 5765.177443791404
2024-12-05 23:45:09.773 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5767.345365598503 with profit 17.76
2024-12-05 23:45:10.013 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.36863025689707457, entry price 5788.645599622595
2024-12-05 23:45:10.019 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5790.5717617530445 with profit 17.06
2024-12-05 23:45:10.022 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3843616214382641, entry price 5788.699872086574
2024-12-05 23:45:10.026 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5790.50072511766 with profit 17.95
2024-12-05 23:45:10.097 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.38432371380286484, entry price 5795.112161887415
2024-12-05 23:45:10.101 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5796.922357004322 with profit 17.97
2024-12-05 23:45:10.412 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.38316373695114037, entry price 5822.20682633874
2024-12-05 23:45:10.415 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5823.9378606906575 with profit 17.98
2024-12-05 23:45:10.419 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.37770277872879526, entry price 5822.008265642953
2024-12-05 23:45:10.421 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5824.136767666872 with profit 17.80
2024-12-05 23:45:10.651 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3779545432276352, entry price 5845.373359099456
2024-12-05 23:45:10.653 | INFO     | src.agents.market:check_exit_conditions:143 - Atualizando stop_loss para posição curta em 6445: 5845.373359099456
2024-12-05 23:45:10.655 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5845.373359099456 with profit 17.09
2024-12-05 23:45:10.661 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.38372372581621994, entry price 5845.398641892878
2024-12-05 23:45:10.663 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5847.295035022153 with profit 18.17
2024-12-05 23:45:10.664 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3445625688873613, entry price 5845.733489498425
2024-12-05 23:45:10.676 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5847.818727025587 with profit 15.87
2024-12-05 23:45:10.746 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3657077458982052, entry price 5852.034354814057
2024-12-05 23:45:10.753 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5854.156709862411 with profit 17.19
2024-12-05 23:45:10.996 | INFO     | src.agents.market:execute_trades:71 - Opened long position: size 0.2208054985489752, entry price 5875.97335724135
2024-12-05 23:45:10.998 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 6743: 5875.97335724135
2024-12-05 23:45:11.000 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 6744: 5875.97335724135
2024-12-05 23:45:11.001 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 6745: 5875.97335724135
2024-12-05 23:45:11.003 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 6746: 5875.97335724135
2024-12-05 23:45:11.004 | INFO     | src.agents.market:execute_trades:49 - Trade closed: long at 5875.97335724135 with profit -17.97
2024-12-05 23:45:11.094 | INFO     | src.agents.market:execute_trades:71 - Opened long position: size 0.13780514539888894, entry price 5882.959286900868
2024-12-05 23:45:11.096 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 6811: 5882.959286900868
2024-12-05 23:45:11.098 | INFO     | src.agents.market:execute_trades:49 - Trade closed: long at 5882.959286900868 with profit -13.11
2024-12-05 23:45:11.330 | INFO     | src.agents.market:execute_trades:71 - Opened long position: size 0.292787819270095, entry price 5903.916997021988
2024-12-05 23:45:11.332 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7027: 5903.916997021988
2024-12-05 23:45:11.333 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7028: 5903.916997021988
2024-12-05 23:45:11.335 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7029: 5903.916997021988
2024-12-05 23:45:11.336 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7030: 5903.916997021988
2024-12-05 23:45:11.338 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7031: 5903.916997021988
2024-12-05 23:45:11.340 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7032: 5903.916997021988
2024-12-05 23:45:11.342 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7033: 5903.916997021988
2024-12-05 23:45:11.345 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7034: 5903.916997021988
2024-12-05 23:45:11.347 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7035: 5903.916997021988
2024-12-05 23:45:11.349 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7036: 5903.916997021988
2024-12-05 23:45:11.350 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7037: 5903.916997021988
2024-12-05 23:45:11.352 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7038: 5903.916997021988
2024-12-05 23:45:11.355 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7039: 5903.916997021988
2024-12-05 23:45:11.357 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7040: 5903.916997021988
2024-12-05 23:45:11.360 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7041: 5903.916997021988
2024-12-05 23:45:11.363 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7042: 5903.916997021988
2024-12-05 23:45:11.365 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7043: 5903.916997021988
2024-12-05 23:45:11.367 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7044: 5903.916997021988
2024-12-05 23:45:11.368 | INFO     | src.agents.market:execute_trades:49 - Trade closed: long at 5906.46271794914 with profit -21.55
2024-12-05 23:45:11.421 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.37953603939033853, entry price 5908.735491175086
2024-12-05 23:45:11.428 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5910.71143004806 with profit 18.18
2024-12-05 23:45:11.434 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3799315506586825, entry price 5909.343790963272
2024-12-05 23:45:11.445 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5911.348083429469 with profit 18.22
2024-12-05 23:45:11.679 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.38268600174217166, entry price 5930.859841157353
2024-12-05 23:45:11.682 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5933.066781250655 with profit 18.55
2024-12-05 23:45:11.692 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.38097045860477846, entry price 5932.3893622054175
2024-12-05 23:45:11.697 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5934.585023168367 with profit 18.45
2024-12-05 23:45:11.707 | INFO     | src.agents.market:execute_trades:71 - Opened long position: size 0.2918174717034546, entry price 5934.015849310932
2024-12-05 23:45:11.711 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7326: 5934.015849310932
2024-12-05 23:45:11.713 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7327: 5934.015849310932
2024-12-05 23:45:11.714 | INFO     | src.agents.market:execute_trades:49 - Trade closed: long at 5934.015849310932 with profit -22.32
2024-12-05 23:45:11.778 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3755737334261592, entry price 5937.825147054176
2024-12-05 23:45:11.784 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5939.969867367122 with profit 18.11
2024-12-05 23:45:11.791 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.38224303577850893, entry price 5938.376744108702
2024-12-05 23:45:11.793 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5940.369050373911 with profit 18.47
2024-12-05 23:45:11.794 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3666724110709316, entry price 5938.8185447119695
2024-12-05 23:45:11.805 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5940.900238915171 with profit 17.55
2024-12-05 23:45:12.055 | INFO     | src.agents.market:execute_trades:71 - Opened long position: size 0.2912918999132607, entry price 5962.129184253175
2024-12-05 23:45:12.057 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7607: 5962.129184253175
2024-12-05 23:45:12.058 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7608: 5962.129184253175
2024-12-05 23:45:12.060 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7609: 5962.129184253175
2024-12-05 23:45:12.062 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7610: 5962.129184253175
2024-12-05 23:45:12.063 | INFO     | src.agents.market:execute_trades:49 - Trade closed: long at 5962.129184253175 with profit -22.37
2024-12-05 23:45:12.068 | INFO     | src.agents.market:execute_trades:71 - Opened long position: size 0.22447107911006015, entry price 5962.7165461109735
2024-12-05 23:45:12.070 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7614: 5962.7165461109735
2024-12-05 23:45:12.073 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7615: 5962.7165461109735
2024-12-05 23:45:12.075 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7616: 5962.7165461109735
2024-12-05 23:45:12.078 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7617: 5962.7165461109735
2024-12-05 23:45:12.080 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7618: 5962.7165461109735
2024-12-05 23:45:12.082 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7619: 5962.7165461109735
2024-12-05 23:45:12.084 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7620: 5962.7165461109735
2024-12-05 23:45:12.085 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7621: 5962.7165461109735
2024-12-05 23:45:12.087 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7622: 5962.7165461109735
2024-12-05 23:45:12.090 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7623: 5962.7165461109735
2024-12-05 23:45:12.092 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7624: 5962.7165461109735
2024-12-05 23:45:12.093 | INFO     | src.agents.market:execute_trades:49 - Trade closed: long at 5962.7165461109735 with profit -18.38
2024-12-05 23:45:12.144 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3548362923865443, entry price 5967.157758887786
2024-12-05 23:45:12.147 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5968.9458514786265 with profit 16.81
2024-12-05 23:45:12.154 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.36887170550569215, entry price 5967.659195704296
2024-12-05 23:45:12.160 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5969.722678414009 with profit 17.78
2024-12-05 23:45:12.403 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.3784321759256809, entry price 5989.224337188721
2024-12-05 23:45:12.406 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5991.20624295266 with profit 18.42
2024-12-05 23:45:12.409 | INFO     | src.agents.market:execute_trades:71 - Opened long position: size 0.2731870930316182, entry price 5991.275752168536
2024-12-05 23:45:12.411 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7897: 5991.275752168536
2024-12-05 23:45:12.413 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7898: 5991.275752168536
2024-12-05 23:45:12.414 | INFO     | src.agents.market:execute_trades:49 - Trade closed: long at 5991.275752168536 with profit -21.37
2024-12-05 23:45:12.418 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.37743391969465806, entry price 5990.713212116068
2024-12-05 23:45:12.427 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5992.5960753335885 with profit 18.33
2024-12-05 23:45:12.480 | INFO     | src.agents.market:execute_trades:88 - Opened short position: size 0.38366008323596107, entry price 5993.892697477539
2024-12-05 23:45:12.482 | INFO     | src.agents.market:execute_trades:49 - Trade closed: short at 5995.866521987139 with profit 18.76
2024-12-05 23:45:12.494 | INFO     | src.agents.market:execute_trades:71 - Opened long position: size 0.2356202790841734, entry price 5996.764706707294
2024-12-05 23:45:12.496 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7954: 5996.764706707294
2024-12-05 23:45:12.498 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7955: 5996.764706707294
2024-12-05 23:45:12.500 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7956: 5996.764706707294
2024-12-05 23:45:12.502 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7957: 5996.764706707294
2024-12-05 23:45:12.505 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7958: 5996.764706707294
2024-12-05 23:45:12.507 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7959: 5996.764706707294
2024-12-05 23:45:12.509 | INFO     | src.agents.market:check_exit_conditions:131 - Atualizando stop_loss para posição longa em 7960: 5996.764706707294
