time,open,high,low,close,volume,rsi,ma_fast,ma_slow,macd,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower,signal,ma_cross,final_signal,trade_executed,profit,balance
2024-06-07 09:00:00,5378.261,5380.304,5372.643,5374.175,48438,50.0,5382.516666666666,5397.035476190476,0.0,0.0,0.0,5396.7996,5433.304197584414,5360.295002415586,0,-1,0,False,0.0,100000.0
2024-06-07 09:05:00,5374.686,5375.197,5367.536,5369.068,35648,50.0,5382.516666666666,5397.035476190476,-0.40739601139648585,-0.08147920227929717,-0.3259168091171887,5396.7996,5433.304197584414,5360.295002415586,0,-1,0,False,0.0,100000.0
2024-06-07 09:10:00,5368.557,5372.643,5368.047,5369.068,27432,50.0,5382.516666666666,5397.035476190476,-0.7219382310213405,-0.20957100802770584,-0.5123672229936347,5396.7996,5433.304197584414,5360.295002415586,0,-1,0,False,0.0,100000.0
2024-06-07 09:15:00,5369.579,5373.665,5368.557,5372.132,20180,50.0,5382.516666666666,5397.035476190476,-0.7157255742476991,-0.3108019212717045,-0.40492365297599464,5396.7996,5433.304197584414,5360.295002415586,0,-1,0,False,0.0,100000.0
2024-06-07 09:20:00,5372.643,5373.665,5370.09,5372.132,18400,50.0,5382.516666666666,5397.035476190476,-0.7027016913143598,-0.3891818752802355,-0.31351981603412427,5396.7996,5433.304197584414,5360.295002415586,0,-1,0,False,0.0,100000.0
2024-06-07 09:25:00,5372.132,5376.729,5363.961,5370.09,32976,50.0,5382.516666666666,5397.035476190476,-0.8473843848423712,-0.4808223771926627,-0.36656200764970853,5396.7996,5433.304197584414,5360.295002415586,0,-1,0,False,0.0,100000.0
2024-06-07 09:30:00,5370.6,5404.818,5369.068,5402.264,177111,50.0,5382.516666666666,5397.035476190476,1.6155039251843846,-0.061557116717253224,1.6770610419016379,5396.7996,5433.304197584414,5360.295002415586,0,-1,0,False,0.0,100000.0
2024-06-07 09:35:00,5402.264,5411.968,5400.221,5400.221,112512,50.0,5382.516666666666,5397.035476190476,3.3637326133793977,0.623500829302077,2.740231784077321,5396.7996,5433.304197584414,5360.295002415586,0,-1,0,False,0.0,100000.0
2024-06-07 09:40:00,5400.732,5416.564,5399.711,5413.5,93782,50.0,5382.516666666666,5397.035476190476,5.754387766656691,1.6496782167729998,4.104709549883692,5396.7996,5433.304197584414,5360.295002415586,0,-1,0,False,0.0,100000.0
2024-06-07 09:45:00,5414.01,5419.628,5410.946,5410.946,86065,50.0,5386.602333333332,5397.035476190476,7.3580932255863445,2.791361218535669,4.566732007050676,5396.7996,5433.304197584414,5360.295002415586,0,-1,0,False,0.0,100000.0
2024-06-07 09:50:00,5411.457,5419.628,5408.393,5419.118,59800,50.0,5392.163444444444,5397.035476190476,9.182602138132097,4.0696094024549545,5.1129927356771425,5396.7996,5433.304197584414,5360.295002415586,0,-1,0,False,0.0,100000.0
2024-06-07 09:55:00,5419.628,5421.671,5410.435,5417.075,60241,50.0,5397.497555555555,5397.035476190476,10.344441290261784,5.324575780016321,5.019865510245463,5396.7996,5433.304197584414,5360.295002415586,0,1,0,False,0.0,100000.0
2024-06-07 10:00:00,5417.075,5420.65,5414.521,5415.032,41560,50.0,5402.264222222222,5397.035476190476,10.973854400445816,6.454431504102221,4.519422896343595,5396.7996,5433.304197584414,5360.295002415586,0,1,0,False,0.0,100000.0
2024-06-07 10:05:00,5415.543,5416.564,5412.478,5412.989,36689,76.02730540206987,5406.803888888889,5397.035476190476,11.178951801296535,7.399335563541085,3.77961623775545,5396.7996,5433.304197584414,5360.295002415586,-1,1,0,False,0.0,100000.0
2024-06-07 10:10:00,5412.989,5415.032,5409.925,5411.457,37782,74.49668839360803,5411.4002222222225,5397.035476190476,11.090034359784113,8.13747532278969,2.9525590369944226,5396.7996,5433.304197584414,5360.295002415586,-1,1,0,False,0.0,100000.0
2024-06-07 10:15:00,5410.946,5411.968,5398.689,5399.711,80912,68.51876473076679,5411.116555555556,5397.035476190476,9.956984690680656,8.501377196367883,1.4556074943127726,5396.7996,5433.304197584414,5360.295002415586,0,1,0,False,0.0,100000.0
2024-06-07 10:20:00,5399.711,5406.35,5399.2,5401.243,42766,69.09110327886356,5411.230111111111,5397.035476190476,9.078008628669522,8.616703482828212,0.46130514584131,5396.7996,5433.304197584414,5360.295002415586,0,1,0,False,0.0,100000.0
2024-06-07 10:25:00,5400.732,5402.264,5398.689,5400.732,28459,67.50006118902499,5409.8114444444445,5397.035476190476,8.24513554727946,8.542389895718463,-0.29725434843900267,5396.7996,5433.304197584414,5360.295002415586,0,1,0,False,0.0,100000.0
2024-06-07 10:30:00,5400.732,5406.861,5400.221,5403.286,45225,68.48507143874292,5408.960333333333,5397.035476190476,7.702375890380608,8.374387094650892,-0.6720112042702837,5396.7996,5433.304197584414,5360.295002415586,0,1,0,False,0.0,100000.0
2024-06-07 10:35:00,5403.286,5409.414,5398.689,5401.753,65855,68.90125240272599,5407.0308888888885,5397.035476190476,7.067069881240059,8.112923651968726,-1.0458537707286677,5396.7996,5433.304197584414,5360.295002415586,0,1,0,False,0.0,100000.0
2024-06-07 10:40:00,5402.264,5402.775,5396.136,5401.753,44756,49.50470097896637,5405.328444444445,5397.035476190476,6.488786599078594,7.7880962413907,-1.2993096423121058,5398.1785,5433.135370132689,5363.221629867311,0,1,0,False,0.0,100000.0
2024-06-07 10:45:00,5402.264,5406.35,5397.668,5405.839,40054,55.237935406877135,5404.307,5398.543285714286,6.287718083434811,7.4880206097995226,-1.2003025263647116,5400.01705,5432.292427230296,5367.741672769705,0,1,0,False,0.0,100000.0
2024-06-07 10:50:00,5406.35,5407.371,5400.732,5406.35,40779,41.25061184532646,5403.569333333334,5400.318619047619,6.099294396438381,7.210275367127295,-1.1109809706889138,5401.881149999999,5430.757802621834,5373.004497378164,0,1,0,False,0.0,100000.0
2024-06-07 10:55:00,5405.839,5407.371,5401.753,5405.839,28456,43.421696679290505,5402.945111111111,5402.069619047619,5.841397839431011,6.936499861588039,-1.095102022157028,5403.5665,5428.842594905745,5378.290405094255,0,1,0,False,0.0,100000.0
2024-06-07 11:00:00,5405.839,5407.882,5401.243,5401.753,33426,25.000719818030802,5403.172,5403.480142857143,5.246824778078917,6.598564844886215,-1.3517400668072979,5405.04755,5425.597747514482,5384.497352485519,1,-1,0,False,0.0,100000.0
